ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
SWAHILI-5-1,http://asjp.clld.org/languages/SWAHILI,5,SWAHILI,lile,,
SWAHILI-5-2,http://asjp.clld.org/languages/SWAHILI,5,SWAHILI,ule,,
ZULU-5-1,http://asjp.clld.org/languages/ZULU,5,ZULU,lowo,,
ZULU-5-2,http://asjp.clld.org/languages/ZULU,5,ZULU,leyo,,
BENG-5-1,http://asjp.clld.org/languages/BENG,5,BENG,fe*,,
BENG-5-2,http://asjp.clld.org/languages/BENG,5,BENG,ke,,
TURKANA-5-1,http://asjp.clld.org/languages/TURKANA,5,TURKANA,Nol,,
KANURI-5-1,http://asjp.clld.org/languages/KANURI,5,KANURI,tudu,,
SOMALI-5-1,http://asjp.clld.org/languages/SOMALI,5,SOMALI,kas,,
SOMALI-5-2,http://asjp.clld.org/languages/SOMALI,5,SOMALI,tas,,
W_OROMO-5-1,http://asjp.clld.org/languages/W_OROMO,5,W_OROMO,sana,,
MOCHA-5-1,http://asjp.clld.org/languages/MOCHA,5,MOCHA,okabi,,
AMHARIC-5-1,http://asjp.clld.org/languages/AMHARIC,5,AMHARIC,ya,,
AMHARIC-5-2,http://asjp.clld.org/languages/AMHARIC,5,AMHARIC,yaC,,
TIGRE-5-1,http://asjp.clld.org/languages/TIGRE,5,TIGRE,lohi,,
HAUSA-5-1,http://asjp.clld.org/languages/HAUSA,5,HAUSA,wanTan,,
NGIZIM-5-1,http://asjp.clld.org/languages/NGIZIM,5,NGIZIM,tiyu,,
BASQUE-5-1,http://asjp.clld.org/languages/BASQUE,5,BASQUE,hori,,
BASQUE-5-2,http://asjp.clld.org/languages/BASQUE,5,BASQUE,hura,,
LATVIAN-5-1,http://asjp.clld.org/languages/LATVIAN,5,LATVIAN,tas,,
LITHUANIAN-5-1,http://asjp.clld.org/languages/LITHUANIAN,5,LITHUANIAN,anas,,
