ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
SWAHILI-52-1,http://asjp.clld.org/languages/SWAHILI,52,SWAHILI,oyo,,
ZULU-52-1,http://asjp.clld.org/languages/ZULU,52,ZULU,Liziyo,,
BENG-52-1,http://asjp.clld.org/languages/BENG,52,BENG,bluneN,,
BAMBARA-52-1,http://asjp.clld.org/languages/BAMBARA,52,BAMBARA,dusukun,,
BAMBARA-52-2,http://asjp.clld.org/languages/BAMBARA,52,BAMBARA,son,,
TURKANA-52-1,http://asjp.clld.org/languages/TURKANA,52,TURKANA,tau,,
KANURI-52-1,http://asjp.clld.org/languages/KANURI,52,KANURI,karwu,,
SOMALI-52-1,http://asjp.clld.org/languages/SOMALI,52,SOMALI,wadne,,
W_OROMO-52-1,http://asjp.clld.org/languages/W_OROMO,52,W_OROMO,"lap""e",,
W_OROMO-52-2,http://asjp.clld.org/languages/W_OROMO,52,W_OROMO,one,,
MOCHA-52-1,http://asjp.clld.org/languages/MOCHA,52,MOCHA,nibo,,
AMHARIC-52-1,http://asjp.clld.org/languages/AMHARIC,52,AMHARIC,l3b,,
TIGRE-52-1,http://asjp.clld.org/languages/TIGRE,52,TIGRE,lib,,
IRAQW-52-1,http://asjp.clld.org/languages/IRAQW,52,IRAQW,muna,,
HAUSA-52-1,http://asjp.clld.org/languages/HAUSA,52,HAUSA,zuTiya,,
NGIZIM-52-1,http://asjp.clld.org/languages/NGIZIM,52,NGIZIM,g3Si,,
NGIZIM-52-2,http://asjp.clld.org/languages/NGIZIM,52,NGIZIM,gazafa,,
BASQUE-52-1,http://asjp.clld.org/languages/BASQUE,52,BASQUE,bihoc,,
BASQUE-52-2,http://asjp.clld.org/languages/BASQUE,52,BASQUE,bihoz,,
LATVIAN-52-1,http://asjp.clld.org/languages/LATVIAN,52,LATVIAN,sirds,,
LITHUANIAN-52-1,http://asjp.clld.org/languages/LITHUANIAN,52,LITHUANIAN,Sirdis,,
ENGLISH-52-1,http://asjp.clld.org/languages/ENGLISH,52,ENGLISH,hart,,
HINDI-52-1,http://asjp.clld.org/languages/HINDI,52,HINDI,dil,,
NEPALI-52-1,http://asjp.clld.org/languages/NEPALI,52,NEPALI,mutu,,
PERSIAN-52-1,http://asjp.clld.org/languages/PERSIAN,52,PERSIAN,Galb,,
FRENCH-52-1,http://asjp.clld.org/languages/FRENCH,52,FRENCH,k3r,,
SPANISH-52-1,http://asjp.clld.org/languages/SPANISH,52,SPANISH,korason,,
RUSSIAN-52-1,http://asjp.clld.org/languages/RUSSIAN,52,RUSSIAN,sy~3rtc3,,
SERBOCROATIAN-52-1,http://asjp.clld.org/languages/SERBOCROATIAN,52,SERBOCROATIAN,srce,,
ESTONIAN-52-1,http://asjp.clld.org/languages/ESTONIAN,52,ESTONIAN,suda,,
FINNISH-52-1,http://asjp.clld.org/languages/FINNISH,52,FINNISH,sy~dEn,,
HUNGARIAN-52-1,http://asjp.clld.org/languages/HUNGARIAN,52,HUNGARIAN,siv,,
EWENKI_1-52-1,http://asjp.clld.org/languages/EWENKI_1,52,EWENKI_1,migan,,
TURKISH-52-1,http://asjp.clld.org/languages/TURKISH,52,TURKISH,kalb,,
TURKISH-52-2,http://asjp.clld.org/languages/TURKISH,52,TURKISH,yirek,,
ALUTOR-52-1,http://asjp.clld.org/languages/ALUTOR,52,ALUTOR,liNliN,,
CHUKCHEE-52-1,http://asjp.clld.org/languages/CHUKCHEE,52,CHUKCHEE,LiNliN,,
KORYAK-52-1,http://asjp.clld.org/languages/KORYAK,52,KORYAK,liNliN,,
N_ITELMEN-52-1,http://asjp.clld.org/languages/N_ITELMEN,52,N_ITELMEN,lN3lNuC,,
S_ITELMEN-52-1,http://asjp.clld.org/languages/S_ITELMEN,52,S_ITELMEN,ly~inC,,
JAPANESE-52-1,http://asjp.clld.org/languages/JAPANESE,52,JAPANESE,Sinzo,,
JAPANESE-52-2,http://asjp.clld.org/languages/JAPANESE,52,JAPANESE,kokoro,,
KOREAN-52-1,http://asjp.clld.org/languages/KOREAN,52,KOREAN,simjang,,
TELUGU-52-1,http://asjp.clld.org/languages/TELUGU,52,TELUGU,hrdayamu,,
KANNADA-52-1,http://asjp.clld.org/languages/KANNADA,52,KANNADA,hrdayu,,
KANNADA-52-2,http://asjp.clld.org/languages/KANNADA,52,KANNADA,ede,,
TAMIL-52-1,http://asjp.clld.org/languages/TAMIL,52,TAMIL,itayam,,
LAHU-52-1,http://asjp.clld.org/languages/LAHU,52,LAHU,nimasi,,
CANTONESE-52-1,http://asjp.clld.org/languages/CANTONESE,52,CANTONESE,sam joN,,
MANDARIN-52-1,http://asjp.clld.org/languages/MANDARIN,52,MANDARIN,Sin canq,,
NUNG-52-1,http://asjp.clld.org/languages/NUNG,52,NUNG,Lim,,
SEMAI-52-1,http://asjp.clld.org/languages/SEMAI,52,SEMAI,nus,,
BAHNAR-52-1,http://asjp.clld.org/languages/BAHNAR,52,BAHNAR,nuih,,
CHRAU-52-1,http://asjp.clld.org/languages/CHRAU,52,CHRAU,play nuih,,
JEH-52-1,http://asjp.clld.org/languages/JEH,52,JEH,noyh~,,
SEDANG-52-1,http://asjp.clld.org/languages/SEDANG,52,SEDANG,ihiam,,
KUI_THAILAND-52-1,http://asjp.clld.org/languages/KUI_THAILAND,52,KUI_THAILAND,ph~am,,
KHASI-52-1,http://asjp.clld.org/languages/KHASI,52,KHASI,kloN snam,,
KHMER-52-1,http://asjp.clld.org/languages/KHMER,52,KHMER,p3ht~uN,,
MON-52-1,http://asjp.clld.org/languages/MON,52,MON,gruih,,
NYAKUR-52-1,http://asjp.clld.org/languages/NYAKUR,52,NYAKUR,5y~um,,
MUNDARI-52-1,http://asjp.clld.org/languages/MUNDARI,52,MUNDARI,Zi kuram,,
DEANG-52-1,http://asjp.clld.org/languages/DEANG,52,DEANG,noih,,
KHMU-52-1,http://asjp.clld.org/languages/KHMU,52,KHMU,h3rn3am,,
KSINMUL-52-1,http://asjp.clld.org/languages/KSINMUL,52,KSINMUL,en,,
WA-52-1,http://asjp.clld.org/languages/WA,52,WA,rh~om,,
RUC-52-1,http://asjp.clld.org/languages/RUC,52,RUC,toN,,
VIETNAMESE-52-1,http://asjp.clld.org/languages/VIETNAMESE,52,VIETNAMESE,Cai tim,,
CHAMORRO-52-1,http://asjp.clld.org/languages/CHAMORRO,52,CHAMORRO,korason,,
CHAMORRO-52-2,http://asjp.clld.org/languages/CHAMORRO,52,CHAMORRO,patnitos,,
INDONESIAN-52-1,http://asjp.clld.org/languages/INDONESIAN,52,INDONESIAN,ZantuN,,
TAGALOG-52-1,http://asjp.clld.org/languages/TAGALOG,52,TAGALOG,puso,,
CAROLINIAN-52-1,http://asjp.clld.org/languages/CAROLINIAN,52,CAROLINIAN,bw~3ll,,
CAROLINIAN-52-2,http://asjp.clld.org/languages/CAROLINIAN,52,CAROLINIAN,korason,,
FIJIAN-52-1,http://asjp.clld.org/languages/FIJIAN,52,FIJIAN,uto,,
FIJIAN_2-52-1,http://asjp.clld.org/languages/FIJIAN_2,52,FIJIAN_2,uto,,
FUTUNA_EAST-52-1,http://asjp.clld.org/languages/FUTUNA_EAST,52,FUTUNA_EAST,mafu,,
HAWAIIAN-52-1,http://asjp.clld.org/languages/HAWAIIAN,52,HAWAIIAN,pu7uwai,,
HAWAIIAN_3-52-1,http://asjp.clld.org/languages/HAWAIIAN_3,52,HAWAIIAN_3,pu7uwai,,
KAPINGAMARANGI-52-1,http://asjp.clld.org/languages/KAPINGAMARANGI,52,KAPINGAMARANGI,manawa,,
KUSAIE-52-1,http://asjp.clld.org/languages/KUSAIE,52,KUSAIE,at,,
KUSAIE-52-2,http://asjp.clld.org/languages/KUSAIE,52,KUSAIE,foko,,
MAORI-52-1,http://asjp.clld.org/languages/MAORI,52,MAORI,manawa,,
MARQUESAN_NUKUHIVA-52-1,http://asjp.clld.org/languages/MARQUESAN_NUKUHIVA,52,MARQUESAN_NUKUHIVA,houpo,,
NUKUORO-52-1,http://asjp.clld.org/languages/NUKUORO,52,NUKUORO,hadumanava,,
PILENI-52-1,http://asjp.clld.org/languages/PILENI,52,PILENI,fatumaklili,,
RAROTONGAN_2-52-1,http://asjp.clld.org/languages/RAROTONGAN_2,52,RAROTONGAN_2,puku7atu,,
RENNELLESE-52-1,http://asjp.clld.org/languages/RENNELLESE,52,RENNELLESE,tupono,,
ROTUMAN_2-52-1,http://asjp.clld.org/languages/ROTUMAN_2,52,ROTUMAN_2,fa*tmanava,,
SAMOAN-52-1,http://asjp.clld.org/languages/SAMOAN,52,SAMOAN,fatu,,
SAMOAN_2-52-1,http://asjp.clld.org/languages/SAMOAN_2,52,SAMOAN_2,fatu,,
SUDEST-52-1,http://asjp.clld.org/languages/SUDEST,52,SUDEST,bou,,
TAHITIAN_2-52-1,http://asjp.clld.org/languages/TAHITIAN_2,52,TAHITIAN_2,mafatu,,
TAKIA-52-1,http://asjp.clld.org/languages/TAKIA,52,TAKIA,babu,,
TAKIA-52-2,http://asjp.clld.org/languages/TAKIA,52,TAKIA,bbe,,
TAKUU_MORTLOCK-52-1,http://asjp.clld.org/languages/TAKUU_MORTLOCK,52,TAKUU_MORTLOCK,hatumanaka,,
TONGAN_2-52-1,http://asjp.clld.org/languages/TONGAN_2,52,TONGAN_2,mafu,,
WALLISIAN_EAST_UVEAN-52-1,http://asjp.clld.org/languages/WALLISIAN_EAST_UVEAN,52,WALLISIAN_EAST_UVEAN,mafu,,
SUNDANESE-52-1,http://asjp.clld.org/languages/SUNDANESE,52,SUNDANESE,jantuN,,
YAPESE-52-1,http://asjp.clld.org/languages/YAPESE,52,YAPESE,"gum""irCa7",,
TOARIPI-52-1,http://asjp.clld.org/languages/TOARIPI,52,TOARIPI,lakakare,,
AUYANA-52-1,http://asjp.clld.org/languages/AUYANA,52,AUYANA,amabomba,,
AWA-52-1,http://asjp.clld.org/languages/AWA,52,AWA,awabo,,
GADSUP-52-1,http://asjp.clld.org/languages/GADSUP,52,GADSUP,amukuni,,
N_TAIRORA-52-1,http://asjp.clld.org/languages/N_TAIRORA,52,N_TAIRORA,muntuka,,
YAGARIA-52-1,http://asjp.clld.org/languages/YAGARIA,52,YAGARIA,agu7a,,
